File, Base complexity, Predicates with operators, Nested levels, Complex code structures, Third-Party calls, Inter_dependencies, Intra_dependencies, Log
src/sqlfluff/cli/commands.py,{'File', 'src/sqlfluff/cli/commands.py', 'Base complexity', 111, 'Predicates with operators', 46, 'Nested levels', 32, 'Complex code structures', 114, 'Third-Party calls', 143, 'Inter_dependencies', 22, 'Intra_dependencies', 37, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_commands.py.log'}
src/sqlfluff/core/rules/std/L031.py,{'File', 'src/sqlfluff/core/rules/std/L031.py', 'Base complexity', 22, 'Predicates with operators', 8, 'Nested levels', 19, 'Complex code structures', 14, 'Third-Party calls', 2, 'Inter_dependencies', 3, 'Intra_dependencies', 2, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L031.py.log'}
src/sqlfluff/core/rules/std/L032.py,{'File', 'src/sqlfluff/core/rules/std/L032.py', 'Base complexity', 7, 'Predicates with operators', 1, 'Nested levels', 3, 'Complex code structures', 1, 'Third-Party calls', 0, 'Inter_dependencies', 1, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L032.py.log'}
src/sqlfluff/core/rules/std/L033.py,{'File', 'src/sqlfluff/core/rules/std/L033.py', 'Base complexity', 5, 'Predicates with operators', 2, 'Nested levels', 1, 'Complex code structures', 2, 'Third-Party calls', 0, 'Inter_dependencies', 3, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L033.py.log'}
src/sqlfluff/core/rules/std/L034.py,{'File', 'src/sqlfluff/core/rules/std/L034.py', 'Base complexity', 19, 'Predicates with operators', 9, 'Nested levels', 25, 'Complex code structures', 14, 'Third-Party calls', 1, 'Inter_dependencies', 2, 'Intra_dependencies', 3, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L034.py.log'}
src/sqlfluff/core/rules/std/L035.py,{'File', 'src/sqlfluff/core/rules/std/L035.py', 'Base complexity', 9, 'Predicates with operators', 3, 'Nested levels', 11, 'Complex code structures', 3, 'Third-Party calls', 0, 'Inter_dependencies', 4, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L035.py.log'}
src/sqlfluff/core/rules/std/L037.py,{'File', 'src/sqlfluff/core/rules/std/L037.py', 'Base complexity', 12, 'Predicates with operators', 4, 'Nested levels', 5, 'Complex code structures', 10, 'Third-Party calls', 0, 'Inter_dependencies', 2, 'Intra_dependencies', 1, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L037.py.log'}
src/sqlfluff/core/rules/std/L038.py,{'File', 'src/sqlfluff/core/rules/std/L038.py', 'Base complexity', 10, 'Predicates with operators', 3, 'Nested levels', 8, 'Complex code structures', 8, 'Third-Party calls', 0, 'Inter_dependencies', 4, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L038.py.log'}
src/sqlfluff/core/rules/std/L039.py,{'File', 'src/sqlfluff/core/rules/std/L039.py', 'Base complexity', 11, 'Predicates with operators', 2, 'Nested levels', 5, 'Complex code structures', 4, 'Third-Party calls', 0, 'Inter_dependencies', 2, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L039.py.log'}
src/sqlfluff/core/rules/std/L041.py,{'File', 'src/sqlfluff/core/rules/std/L041.py', 'Base complexity', 7, 'Predicates with operators', 4, 'Nested levels', 3, 'Complex code structures', 9, 'Third-Party calls', 0, 'Inter_dependencies', 4, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L041.py.log'}
src/sqlfluff/core/rules/std/L042.py,{'File', 'src/sqlfluff/core/rules/std/L042.py', 'Base complexity', 9, 'Predicates with operators', 2, 'Nested levels', 10, 'Complex code structures', 7, 'Third-Party calls', 0, 'Inter_dependencies', 1, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L042.py.log'}
src/sqlfluff/core/rules/std/L043.py,{'File', 'src/sqlfluff/core/rules/std/L043.py', 'Base complexity', 18, 'Predicates with operators', 12, 'Nested levels', 25, 'Complex code structures', 13, 'Third-Party calls', 0, 'Inter_dependencies', 4, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L043.py.log'}
src/sqlfluff/core/rules/std/L044.py,{'File', 'src/sqlfluff/core/rules/std/L044.py', 'Base complexity', 22, 'Predicates with operators', 2, 'Nested levels', 11, 'Complex code structures', 0, 'Third-Party calls', 0, 'Inter_dependencies', 4, 'Intra_dependencies', 5, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L044.py.log'}
src/sqlfluff/core/rules/std/L045.py,{'File', 'src/sqlfluff/core/rules/std/L045.py', 'Base complexity', 10, 'Predicates with operators', 1, 'Nested levels', 6, 'Complex code structures', 4, 'Third-Party calls', 0, 'Inter_dependencies', 3, 'Intra_dependencies', 1, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L045.py.log'}
src/sqlfluff/core/errors.py,{'File', 'src/sqlfluff/core/errors.py', 'Base complexity', 32, 'Predicates with operators', 4, 'Nested levels', 0, 'Complex code structures', 6, 'Third-Party calls', 0, 'Inter_dependencies', 0, 'Intra_dependencies', 12, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_errors.py.log'}
src/sqlfluff/cli/commands.py,{'File', 'src/sqlfluff/cli/commands.py', 'Base complexity', 92, 'Predicates with operators', 37, 'Nested levels', 29, 'Complex code structures', 106, 'Third-Party calls', 136, 'Inter_dependencies', 20, 'Intra_dependencies', 30, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_commands.py.log'}
src/sqlfluff/cli/click_deprecated_option.py,{'File', 'src/sqlfluff/cli/click_deprecated_option.py', 'Base complexity', 16, 'Predicates with operators', 3, 'Nested levels', 1, 'Complex code structures', 0, 'Third-Party calls', 3, 'Inter_dependencies', 0, 'Intra_dependencies', 1, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_click_deprecated_option.py.log'}
src/sqlfluff/core/linter/linter.py,{'File', 'src/sqlfluff/core/linter/linter.py', 'Base complexity', 115, 'Predicates with operators', 38, 'Nested levels', 109, 'Complex code structures', 69, 'Third-Party calls', 32, 'Inter_dependencies', 30, 'Intra_dependencies', 18, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_linter_linter.py.log'}
src/sqlfluff/core/errors.py,{'File', 'src/sqlfluff/core/errors.py', 'Base complexity', 32, 'Predicates with operators', 5, 'Nested levels', 0, 'Complex code structures', 9, 'Third-Party calls', 0, 'Inter_dependencies', 0, 'Intra_dependencies', 8, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_errors.py.log'}
src/sqlfluff/core/linter/linted_file.py,{'File', 'src/sqlfluff/core/linter/linted_file.py', 'Base complexity', 59, 'Predicates with operators', 28, 'Nested levels', 22, 'Complex code structures', 40, 'Third-Party calls', 12, 'Inter_dependencies', 1, 'Intra_dependencies', 9, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_linter_linted_file.py.log'}
src/sqlfluff/core/templaters/placeholder.py,{'File', 'src/sqlfluff/core/templaters/placeholder.py', 'Base complexity', 11, 'Predicates with operators', 6, 'Nested levels', 2, 'Complex code structures', 3, 'Third-Party calls', 12, 'Inter_dependencies', 8, 'Intra_dependencies', 1, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_templaters_placeholder.py.log'}
src/sqlfluff/cli/commands.py,{'File', 'src/sqlfluff/cli/commands.py', 'Base complexity', 97, 'Predicates with operators', 39, 'Nested levels', 33, 'Complex code structures', 93, 'Third-Party calls', 132, 'Inter_dependencies', 41, 'Intra_dependencies', 31, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_commands.py.log'}
src/sqlfluff/core/templaters/slicers/tracer.py,
src/sqlfluff/cli/formatters.py,{'File', 'src/sqlfluff/cli/formatters.py', 'Base complexity', 50, 'Predicates with operators', 16, 'Nested levels', 13, 'Complex code structures', 12, 'Third-Party calls', 7, 'Inter_dependencies', 18, 'Intra_dependencies', 24, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_formatters.py.log'}
src/sqlfluff/cli/outputstream.py,{'File', 'src/sqlfluff/cli/outputstream.py', 'Base complexity', 21, 'Predicates with operators', 2, 'Nested levels', 1, 'Complex code structures', 0, 'Third-Party calls', 2, 'Inter_dependencies', 0, 'Intra_dependencies', 1, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_outputstream.py.log'}
src/sqlfluff/rules/L065.py,{'File', 'src/sqlfluff/rules/L065.py', 'Base complexity', 9, 'Predicates with operators', 3, 'Nested levels', 1, 'Complex code structures', 9, 'Third-Party calls', 0, 'Inter_dependencies', 12, 'Intra_dependencies', 4, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_L065.py.log'}
src/sqlfluff/core/parser/segments/base.py,{'File', 'src/sqlfluff/core/parser/segments/base.py', 'Base complexity', 200, 'Predicates with operators', 59, 'Nested levels', 119, 'Complex code structures', 139, 'Third-Party calls', 23, 'Inter_dependencies', 16, 'Intra_dependencies', 34, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_segments_base.py.log'}
src/sqlfluff/rules/L028.py,{'File', 'src/sqlfluff/rules/L028.py', 'Base complexity', 23, 'Predicates with operators', 20, 'Nested levels', 21, 'Complex code structures', 20, 'Third-Party calls', 0, 'Inter_dependencies', 15, 'Intra_dependencies', 5, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_L028.py.log'}
src/sqlfluff/rules/L042.py,{'File', 'src/sqlfluff/rules/L042.py', 'Base complexity', 47, 'Predicates with operators', 16, 'Nested levels', 34, 'Complex code structures', 29, 'Third-Party calls', 6, 'Inter_dependencies', 27, 'Intra_dependencies', 15, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_L042.py.log'}
src/sqlfluff/utils/analysis/select_crawler.py,{'File', 'src/sqlfluff/utils/analysis/select_crawler.py', 'Base complexity', 52, 'Predicates with operators', 22, 'Nested levels', 40, 'Complex code structures', 32, 'Third-Party calls', 6, 'Inter_dependencies', 8, 'Intra_dependencies', 8, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_utils_analysis_select_crawler.py.log'}
src/sqlfluff/cli/commands.py,{'File', 'src/sqlfluff/cli/commands.py', 'Base complexity', 87, 'Predicates with operators', 37, 'Nested levels', 28, 'Complex code structures', 95, 'Third-Party calls', 130, 'Inter_dependencies', 19, 'Intra_dependencies', 26, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_commands.py.log'}
src/sqlfluff/cli/formatters.py,{'File', 'src/sqlfluff/cli/formatters.py', 'Base complexity', 80, 'Predicates with operators', 27, 'Nested levels', 28, 'Complex code structures', 19, 'Third-Party calls', 13, 'Inter_dependencies', 9, 'Intra_dependencies', 50, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_formatters.py.log'}
src/sqlfluff/core/linter/linter.py,{'File', 'src/sqlfluff/core/linter/linter.py', 'Base complexity', 115, 'Predicates with operators', 38, 'Nested levels', 108, 'Complex code structures', 68, 'Third-Party calls', 35, 'Inter_dependencies', 28, 'Intra_dependencies', 18, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_linter_linter.py.log'}
src/sqlfluff/core/linter/runner.py,
src/sqlfluff/core/templaters/slicers/tracer.py,
src/sqlfluff/cli/__init__.py,{'File', 'src/sqlfluff/cli/__init__.py', 'Base complexity', 1, 'Predicates with operators', 0, 'Nested levels', 0, 'Complex code structures', 0, 'Third-Party calls', 0, 'Inter_dependencies', 0, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli___init__.py.log'}
src/sqlfluff/cli/commands.py,{'File', 'src/sqlfluff/cli/commands.py', 'Base complexity', 84, 'Predicates with operators', 37, 'Nested levels', 25, 'Complex code structures', 92, 'Third-Party calls', 126, 'Inter_dependencies', 19, 'Intra_dependencies', 26, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_commands.py.log'}
src/sqlfluff/cli/formatters.py,{'File', 'src/sqlfluff/cli/formatters.py', 'Base complexity', 79, 'Predicates with operators', 26, 'Nested levels', 28, 'Complex code structures', 19, 'Third-Party calls', 13, 'Inter_dependencies', 9, 'Intra_dependencies', 48, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_formatters.py.log'}
src/sqlfluff/core/linter/linting_result.py,{'File', 'src/sqlfluff/core/linter/linting_result.py', 'Base complexity', 42, 'Predicates with operators', 2, 'Nested levels', 19, 'Complex code structures', 24, 'Third-Party calls', 2, 'Inter_dependencies', 2, 'Intra_dependencies', 5, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_linter_linting_result.py.log'}
src/sqlfluff/rules/L031.py,{'File', 'src/sqlfluff/rules/L031.py', 'Base complexity', 23, 'Predicates with operators', 9, 'Nested levels', 20, 'Complex code structures', 14, 'Third-Party calls', 2, 'Inter_dependencies', 3, 'Intra_dependencies', 2, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_L031.py.log'}
src/sqlfluff/rules/L039.py,{'File', 'src/sqlfluff/rules/L039.py', 'Base complexity', 10, 'Predicates with operators', 2, 'Nested levels', 5, 'Complex code structures', 4, 'Third-Party calls', 0, 'Inter_dependencies', 3, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_L039.py.log'}
src/sqlfluff/core/templaters/base.py,{'File', 'src/sqlfluff/core/templaters/base.py', 'Base complexity', 58, 'Predicates with operators', 37, 'Nested levels', 24, 'Complex code structures', 14, 'Third-Party calls', 3, 'Inter_dependencies', 0, 'Intra_dependencies', 5, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_templaters_base.py.log'}
src/sqlfluff/core/parser/helpers.py,{'File', 'src/sqlfluff/core/parser/helpers.py', 'Base complexity', 10, 'Predicates with operators', 4, 'Nested levels', 3, 'Complex code structures', 1, 'Third-Party calls', 0, 'Inter_dependencies', 2, 'Intra_dependencies', 3, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_helpers.py.log'}
src/sqlfluff/core/linter/linted_file.py,{'File', 'src/sqlfluff/core/linter/linted_file.py', 'Base complexity', 52, 'Predicates with operators', 27, 'Nested levels', 20, 'Complex code structures', 30, 'Third-Party calls', 8, 'Inter_dependencies', 3, 'Intra_dependencies', 7, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_linter_linted_file.py.log'}
src/sqlfluff/cli/commands.py,{'File', 'src/sqlfluff/cli/commands.py', 'Base complexity', 113, 'Predicates with operators', 48, 'Nested levels', 33, 'Complex code structures', 116, 'Third-Party calls', 145, 'Inter_dependencies', 22, 'Intra_dependencies', 37, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_commands.py.log'}
src/sqlfluff/core/config.py,
src/sqlfluff/core/linter/linter.py,{'File', 'src/sqlfluff/core/linter/linter.py', 'Base complexity', 119, 'Predicates with operators', 40, 'Nested levels', 135, 'Complex code structures', 66, 'Third-Party calls', 35, 'Inter_dependencies', 26, 'Intra_dependencies', 22, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_linter_linter.py.log'}
src/sqlfluff/rules/layout/LT12.py,{'File', 'src/sqlfluff/rules/layout/LT12.py', 'Base complexity', 14, 'Predicates with operators', 5, 'Nested levels', 4, 'Complex code structures', 7, 'Third-Party calls', 0, 'Inter_dependencies', 12, 'Intra_dependencies', 2, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_layout_LT12.py.log'}
src/sqlfluff/utils/reflow/sequence.py,{'File', 'src/sqlfluff/utils/reflow/sequence.py', 'Base complexity', 40, 'Predicates with operators', 16, 'Nested levels', 16, 'Complex code structures', 37, 'Third-Party calls', 5, 'Inter_dependencies', 25, 'Intra_dependencies', 6, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_utils_reflow_sequence.py.log'}
src/sqlfluff/rules/L027.py,{'File', 'src/sqlfluff/rules/L027.py', 'Base complexity', 7, 'Predicates with operators', 4, 'Nested levels', 2, 'Complex code structures', 3, 'Third-Party calls', 0, 'Inter_dependencies', 2, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_L027.py.log'}
src/sqlfluff/core/parser/segments/base.py,{'File', 'src/sqlfluff/core/parser/segments/base.py', 'Base complexity', 175, 'Predicates with operators', 68, 'Nested levels', 99, 'Complex code structures', 113, 'Third-Party calls', 13, 'Inter_dependencies', 18, 'Intra_dependencies', 31, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_segments_base.py.log'}
src/sqlfluff/core/rules/base.py,
src/sqlfluff/core/parser/grammar/base.py,{'File', 'src/sqlfluff/core/parser/grammar/base.py', 'Base complexity', 72, 'Predicates with operators', 15, 'Nested levels', 35, 'Complex code structures', 25, 'Third-Party calls', 3, 'Inter_dependencies', 18, 'Intra_dependencies', 9, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_grammar_base.py.log'}
src/sqlfluff/core/parser/grammar/greedy.py,{'File', 'src/sqlfluff/core/parser/grammar/greedy.py', 'Base complexity', 7, 'Predicates with operators', 0, 'Nested levels', 0, 'Complex code structures', 2, 'Third-Party calls', 0, 'Inter_dependencies', 2, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_grammar_greedy.py.log'}
src/sqlfluff/core/parser/grammar/sequence.py,{'File', 'src/sqlfluff/core/parser/grammar/sequence.py', 'Base complexity', 55, 'Predicates with operators', 24, 'Nested levels', 36, 'Complex code structures', 20, 'Third-Party calls', 5, 'Inter_dependencies', 32, 'Intra_dependencies', 6, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_grammar_sequence.py.log'}
src/sqlfluff/core/parser/match_algorithms.py,
src/sqlfluff/core/parser/match_logging.py,{'File', 'src/sqlfluff/core/parser/match_logging.py', 'Base complexity', 14, 'Predicates with operators', 2, 'Nested levels', 0, 'Complex code structures', 2, 'Third-Party calls', 0, 'Inter_dependencies', 0, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_match_logging.py.log'}
src/sqlfluff/core/rules/analysis/select_crawler.py,{'File', 'src/sqlfluff/core/rules/analysis/select_crawler.py', 'Base complexity', 44, 'Predicates with operators', 19, 'Nested levels', 38, 'Complex code structures', 25, 'Third-Party calls', 5, 'Inter_dependencies', 6, 'Intra_dependencies', 8, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_analysis_select_crawler.py.log'}
src/sqlfluff/rules/L045.py,{'File', 'src/sqlfluff/rules/L045.py', 'Base complexity', 10, 'Predicates with operators', 0, 'Nested levels', 6, 'Complex code structures', 3, 'Third-Party calls', 0, 'Inter_dependencies', 2, 'Intra_dependencies', 1, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_L045.py.log'}
src/sqlfluff/cli/commands.py,{'File', 'src/sqlfluff/cli/commands.py', 'Base complexity', 93, 'Predicates with operators', 37, 'Nested levels', 28, 'Complex code structures', 94, 'Third-Party calls', 145, 'Inter_dependencies', 39, 'Intra_dependencies', 32, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_commands.py.log'}
src/sqlfluff/core/config.py,{'File', 'src/sqlfluff/core/config.py', 'Base complexity', 106, 'Predicates with operators', 31, 'Nested levels', 36, 'Complex code structures', 53, 'Third-Party calls', 27, 'Inter_dependencies', 6, 'Intra_dependencies', 36, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_config.py.log'}
src/sqlfluff/core/linter/linter.py,{'File', 'src/sqlfluff/core/linter/linter.py', 'Base complexity', 103, 'Predicates with operators', 31, 'Nested levels', 83, 'Complex code structures', 63, 'Third-Party calls', 34, 'Inter_dependencies', 25, 'Intra_dependencies', 15, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_linter_linter.py.log'}
src/marshmallow/fields.py,{'File', 'src/marshmallow/fields.py', 'Base complexity', 201, 'Predicates with operators', 57, 'Nested levels', 32, 'Complex code structures', 16, 'Third-Party calls', 11, 'Inter_dependencies', 31, 'Intra_dependencies', 59, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_marshmallow_fields.py.log'}
src/marshmallow/schema.py,{'File', 'src/marshmallow/schema.py', 'Base complexity', 108, 'Predicates with operators', 35, 'Nested levels', 50, 'Complex code structures', 24, 'Third-Party calls', 15, 'Inter_dependencies', 19, 'Intra_dependencies', 47, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_marshmallow_schema.py.log'}
src/marshmallow/utils.py,{'File', 'src/marshmallow/utils.py', 'Base complexity', 77, 'Predicates with operators', 21, 'Nested levels', 1, 'Complex code structures', 14, 'Third-Party calls', 20, 'Inter_dependencies', 7, 'Intra_dependencies', 11, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_marshmallow_utils.py.log'}
src/marshmallow/fields.py,{'File', 'src/marshmallow/fields.py', 'Base complexity', 213, 'Predicates with operators', 81, 'Nested levels', 35, 'Complex code structures', 28, 'Third-Party calls', 17, 'Inter_dependencies', 36, 'Intra_dependencies', 60, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_marshmallow_fields.py.log'}
src/marshmallow/schema.py,{'File', 'src/marshmallow/schema.py', 'Base complexity', 105, 'Predicates with operators', 33, 'Nested levels', 49, 'Complex code structures', 23, 'Third-Party calls', 15, 'Inter_dependencies', 19, 'Intra_dependencies', 46, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_marshmallow_schema.py.log'}
src/marshmallow/validate.py,{'File', 'src/marshmallow/validate.py', 'Base complexity', 67, 'Predicates with operators', 22, 'Nested levels', 5, 'Complex code structures', 8, 'Third-Party calls', 5, 'Inter_dependencies', 24, 'Intra_dependencies', 17, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_marshmallow_validate.py.log'}
src/marshmallow/fields.py,
src/marshmallow/validate.py,{'File', 'src/marshmallow/validate.py', 'Base complexity', 83, 'Predicates with operators', 26, 'Nested levels', 10, 'Complex code structures', 17, 'Third-Party calls', 8, 'Inter_dependencies', 21, 'Intra_dependencies', 17, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_marshmallow_validate.py.log'}
src/marshmallow/base.py,{'File', 'src/marshmallow/base.py', 'Base complexity', 11, 'Predicates with operators', 0, 'Nested levels', 0, 'Complex code structures', 0, 'Third-Party calls', 0, 'Inter_dependencies', 0, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_marshmallow_base.py.log'}
src/marshmallow/fields.py,
src/marshmallow/fields.py,
