File,Base complexity,Predicates with operators,Nested levels,Complex code structures,Third-Party calls,Inter_dependencies,Intra_dependencies,Log
dataset/humaneval_transformation_new/HumanEval_18.py-c007a434e52059affbb01b9f9ba5b2855de6089d04d25c9bdaa3f3c2cccb2b3f,5,2,0,4,4,1,2,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_18.py-c007a434e52059affbb01b9f9ba5b2855de6089d04d25c9bdaa3f3c2cccb2b3f.log
dataset/humaneval_transformation_new/HumanEval_19.py-15007c625ba1d49a55fcb81873bc6ec4441035a385616f48e0640c4926cf3c8a,3,0,0,8,7,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_19.py-15007c625ba1d49a55fcb81873bc6ec4441035a385616f48e0640c4926cf3c8a.log
dataset/humaneval_transformation_new/HumanEval_1.py-9c1e0395c7ff88b1dad31ef8415628f8b0dda44f94a40f28d596455228fa6ab1,8,3,3,9,5,1,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_1.py-9c1e0395c7ff88b1dad31ef8415628f8b0dda44f94a40f28d596455228fa6ab1.log
dataset/humaneval_transformation_new/HumanEval_20.py-f89d2acc841552c372679f09b90323eb9452ba2389715a832fc3a7131153954b,7,4,15,5,6,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_20.py-f89d2acc841552c372679f09b90323eb9452ba2389715a832fc3a7131153954b.log
dataset/humaneval_transformation_new/HumanEval_21.py-5bb5290ac74325f08c7bd1c9de1a4626fe7180e0a3447387ba0d0b70a2980f31,3,0,0,8,6,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_21.py-5bb5290ac74325f08c7bd1c9de1a4626fe7180e0a3447387ba0d0b70a2980f31.log
dataset/humaneval_transformation_new/HumanEval_22.py-98c2d95709fe70e52fdd9d0b692cd02264dc7d113fed414607a0173133be9713,3,0,0,6,7,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_22.py-98c2d95709fe70e52fdd9d0b692cd02264dc7d113fed414607a0173133be9713.log
dataset/humaneval_transformation_new/HumanEval_23.py-9c9920f4d7f9b59379b2f7cde23c1550881f50005dc3a2969ba879b98cb1fec4,3,0,0,5,6,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_23.py-9c9920f4d7f9b59379b2f7cde23c1550881f50005dc3a2969ba879b98cb1fec4.log
dataset/humaneval_transformation_new/HumanEval_24.py-359d23f688ecca5ec32caa3d168ea4f998b199eae8b1a1d3b84000766c73bd51,7,3,6,5,2,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_24.py-359d23f688ecca5ec32caa3d168ea4f998b199eae8b1a1d3b84000766c73bd51.log
dataset/humaneval_transformation_new/HumanEval_25.py-c07fe0d5444358987019c9d9da1b7c678186fdf7c834c8e99d5cb6e5b87f1d61,6,4,2,5,5,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_25.py-c07fe0d5444358987019c9d9da1b7c678186fdf7c834c8e99d5cb6e5b87f1d61.log
dataset/humaneval_transformation_new/HumanEval_26.py-9e683bcdc94a7d74d4763af480a8df8176696bed6c1bf10c735725ab93df57e0,3,1,0,6,8,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_26.py-9e683bcdc94a7d74d4763af480a8df8176696bed6c1bf10c735725ab93df57e0.log
dataset/humaneval_transformation_new/HumanEval_27.py-edda700d3d62f3db4d2aedaa286977d789e7134da7f674818a3b7346232be0c1,3,0,0,5,7,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_27.py-edda700d3d62f3db4d2aedaa286977d789e7134da7f674818a3b7346232be0c1.log
dataset/humaneval_transformation_new/HumanEval_28.py-8b90dd65669e2e5d280b4adf8b2881db9b689c9667565d599e45b6c93db39c35,3,0,0,5,7,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_28.py-8b90dd65669e2e5d280b4adf8b2881db9b689c9667565d599e45b6c93db39c35.log
dataset/humaneval_transformation_new/HumanEval_29.py-6f83ef3ff34acfc73686be0c9c1fde655db08f7154df672510917172bb9ae148,3,0,0,6,6,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_29.py-6f83ef3ff34acfc73686be0c9c1fde655db08f7154df672510917172bb9ae148.log
dataset/humaneval_transformation_new/HumanEval_2.py-a2453c076838535fc253937eada6528552feafc91d2921037fb672c89d20a567,3,0,0,5,7,0,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_2.py-a2453c076838535fc253937eada6528552feafc91d2921037fb672c89d20a567.log
dataset/humaneval_transformation_new/HumanEval_30.py-d3f6e0f2865d1874a247c1e81ec592af0e15b736be1ba09d127772daae42be14,3,1,0,6,8,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_30.py-d3f6e0f2865d1874a247c1e81ec592af0e15b736be1ba09d127772daae42be14.log
dataset/humaneval_transformation_new/HumanEval_31.py-f0da2fb865f371f957d94cf3db2fd7465b501b758634246aab1c78e42caef9db,7,4,2,5,3,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_31.py-f0da2fb865f371f957d94cf3db2fd7465b501b758634246aab1c78e42caef9db.log
dataset/humaneval_transformation_new/HumanEval_32.py-fb1a64aedabd2574951fe64f7b875d94a3d28fb3d14977dcefc59243b62a8273,8,5,6,3,4,1,4,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_32.py-fb1a64aedabd2574951fe64f7b875d94a3d28fb3d14977dcefc59243b62a8273.log
dataset/humaneval_transformation_new/HumanEval_33.py-9d5880edb4d49471b7e6be194d5c8e5b6ab73979e3a2263ffd23d916119d6741,3,0,0,5,7,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_33.py-9d5880edb4d49471b7e6be194d5c8e5b6ab73979e3a2263ffd23d916119d6741.log
dataset/humaneval_transformation_new/HumanEval_34.py-4621f815f73083b83386a48af48e8dd2a9d876098ea0ce0974e99aaab4446d7e,3,0,0,5,7,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_34.py-4621f815f73083b83386a48af48e8dd2a9d876098ea0ce0974e99aaab4446d7e.log
dataset/humaneval_transformation_new/HumanEval_35.py-b716cc4505faef4d51ba7ab4e53e50a8c0cc055c87bb8d7a78e8d40b634d499f,7,3,6,5,2,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_35.py-b716cc4505faef4d51ba7ab4e53e50a8c0cc055c87bb8d7a78e8d40b634d499f.log
dataset/humaneval_transformation_new/HumanEval_36.py-2daced5f3d5730242c9c1938186bac98e7a74fee201f6b9f9627a3a8b8199500,7,2,3,6,3,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_36.py-2daced5f3d5730242c9c1938186bac98e7a74fee201f6b9f9627a3a8b8199500.log
dataset/humaneval_transformation_new/HumanEval_37.py-a0ac434f4666764e054c47a9699d494e5ec5bf8978af37d2094275b0796be4a9,7,3,3,7,2,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_37.py-a0ac434f4666764e054c47a9699d494e5ec5bf8978af37d2094275b0796be4a9.log
dataset/humaneval_transformation_new/HumanEval_38.py-9fbbbe4bc1648f74edc7a9d5c830d40524bd12cca9f6183a76c672d7faa57e0a,3,1,0,8,4,0,2,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_38.py-9fbbbe4bc1648f74edc7a9d5c830d40524bd12cca9f6183a76c672d7faa57e0a.log
dataset/humaneval_transformation_new/HumanEval_39.py-33c3be1a8b330430b007afc511d8abb5e95cd63436469f3f9e130238b0e17926,8,5,3,6,7,1,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_39.py-33c3be1a8b330430b007afc511d8abb5e95cd63436469f3f9e130238b0e17926.log
dataset/humaneval_transformation_new/HumanEval_3.py-d6dd38e71fec420bbbc6ddf7d6a891f76549df37ce58617bb1cdebf367af6847,7,2,3,6,4,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_3.py-d6dd38e71fec420bbbc6ddf7d6a891f76549df37ce58617bb1cdebf367af6847.log
dataset/humaneval_transformation_new/HumanEval_40.py-58225d51523b5b70c1ee0ef188b3fc43ddb46381a9b4b47792774e7379a2140b,8,4,10,5,2,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_40.py-58225d51523b5b70c1ee0ef188b3fc43ddb46381a9b4b47792774e7379a2140b.log
dataset/humaneval_transformation_new/HumanEval_41.py-c36ca011fce2abf2da148c8fbbcff8b2070826352ad0a74e7afa18e7cfcffa16,3,0,0,5,5,0,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_41.py-c36ca011fce2abf2da148c8fbbcff8b2070826352ad0a74e7afa18e7cfcffa16.log
dataset/humaneval_transformation_new/HumanEval_42.py-8e29273b32e8887416d6f9b29138a9e848d6b686fba17d904b4ef35894c77fef,4,0,0,6,4,1,2,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_42.py-8e29273b32e8887416d6f9b29138a9e848d6b686fba17d904b4ef35894c77fef.log
dataset/humaneval_transformation_new/HumanEval_43.py-86b5d8e0990aa591798cfdd9b289becf277900ab14bae28f050a2f99c1ba50a6,7,3,6,5,3,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_43.py-86b5d8e0990aa591798cfdd9b289becf277900ab14bae28f050a2f99c1ba50a6.log
dataset/humaneval_transformation_new/HumanEval_44.py-59443f6e44b5159caa28f5a23253a6e70cf1b4d3583581a53dffe966e2c4b8db,5,1,0,4,4,1,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_44.py-59443f6e44b5159caa28f5a23253a6e70cf1b4d3583581a53dffe966e2c4b8db.log
dataset/humaneval_transformation_new/HumanEval_45.py-ccd245debd26a864a4a6a3b86bea7fde8d1bcc8ae2791a9e670f5eb30ba3ad70,3,0,0,5,3,1,4,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_45.py-ccd245debd26a864a4a6a3b86bea7fde8d1bcc8ae2791a9e670f5eb30ba3ad70.log
dataset/humaneval_transformation_new/HumanEval_46.py-e3fd14f0f8d7339abea12db5c7efcab1f7fedeadcd03edc1a84537d1639ecd96,6,2,0,8,2,0,2,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_46.py-e3fd14f0f8d7339abea12db5c7efcab1f7fedeadcd03edc1a84537d1639ecd96.log
dataset/humaneval_transformation_new/HumanEval_47.py-a75a6fd8d5fa9b194053d51a8643645c41059043565590acfa9dffa7740dab54,6,3,3,5,2,0,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_47.py-a75a6fd8d5fa9b194053d51a8643645c41059043565590acfa9dffa7740dab54.log
dataset/humaneval_transformation_new/HumanEval_48.py-55d39c5049db7788b5c110cd757a2e749cdd1788b49589406b4bda0d3debf368,6,2,3,5,3,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_48.py-55d39c5049db7788b5c110cd757a2e749cdd1788b49589406b4bda0d3debf368.log
dataset/humaneval_transformation_new/HumanEval_49.py-c39dbd09c977fae9df210a31e32c3e9da6fa644a86ac22d128a0de9e0e5472df,5,0,0,7,5,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_49.py-c39dbd09c977fae9df210a31e32c3e9da6fa644a86ac22d128a0de9e0e5472df.log
dataset/humaneval_transformation_new/HumanEval_4.py-e0dd11feaaa818dad9844b5a03d78382ccd7f764398f16eff3a7e1a02ac3ee56,2,0,0,5,7,1,2,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_4.py-e0dd11feaaa818dad9844b5a03d78382ccd7f764398f16eff3a7e1a02ac3ee56.log
dataset/humaneval_transformation_new/HumanEval_50.py-d769b60ab81bc2b6cf2c90e792d9ab3f18d7aa122e4e99f10897baa4923f0d3d,5,0,0,7,4,0,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_50.py-d769b60ab81bc2b6cf2c90e792d9ab3f18d7aa122e4e99f10897baa4923f0d3d.log
dataset/humaneval_transformation_new/HumanEval_51.py-ab4985a08946557c1cfd70f63553ac9036b6ca874553e7e07a6f92f31480f722,3,1,0,7,7,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_51.py-ab4985a08946557c1cfd70f63553ac9036b6ca874553e7e07a6f92f31480f722.log
dataset/humaneval_transformation_new/HumanEval_52.py-ba51cd20dd1de1224844234550e2126adc01d4e9fd1fc297a2bb8db8ccdb6d64,6,2,3,5,3,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_52.py-ba51cd20dd1de1224844234550e2126adc01d4e9fd1fc297a2bb8db8ccdb6d64.log
dataset/humaneval_transformation_new/HumanEval_53.py-52cba66fe5083e2476469b2b6b5dafc9ddd4c53165dfa3733021f6021cec3a2d,3,0,0,3,4,1,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_53.py-52cba66fe5083e2476469b2b6b5dafc9ddd4c53165dfa3733021f6021cec3a2d.log
dataset/humaneval_transformation_new/HumanEval_54.py-c8afd469f4a69b0aa62f7a9e6be565f0c0ccbd2eefc100557de732530d936e07,3,0,0,5,7,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_54.py-c8afd469f4a69b0aa62f7a9e6be565f0c0ccbd2eefc100557de732530d936e07.log
dataset/humaneval_transformation_new/HumanEval_55.py-6b73134e32dd8732ae6e4d62dce7b1edd2250e67afbb8d1b3b3f9303163bf74f,7,3,1,7,2,1,2,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_55.py-6b73134e32dd8732ae6e4d62dce7b1edd2250e67afbb8d1b3b3f9303163bf74f.log
dataset/humaneval_transformation_new/HumanEval_56.py-73932d6a3b9b99bc6754baf759775607addf34b635fc3d393b4b03a7b3f6b3e2,8,3,4,6,4,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_56.py-73932d6a3b9b99bc6754baf759775607addf34b635fc3d393b4b03a7b3f6b3e2.log
dataset/humaneval_transformation_new/HumanEval_57.py-5ca88b0453ce53216a98ae22d6df656b0f8eb474527a42291520c100d8348edc,6,3,3,5,3,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_57.py-5ca88b0453ce53216a98ae22d6df656b0f8eb474527a42291520c100d8348edc.log
dataset/humaneval_transformation_new/HumanEval_58.py-03c046a08b0935283957ca08c9d475c9672710dc5c9d63e7d3d20168d967cb04,9,4,15,5,2,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_58.py-03c046a08b0935283957ca08c9d475c9672710dc5c9d63e7d3d20168d967cb04.log
dataset/humaneval_transformation_new/HumanEval_59.py-64f6308d4f71546d93a3a3dc027bf9aa69391442889973e108f9d53f16dc727d,10,6,3,5,3,0,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_59.py-64f6308d4f71546d93a3a3dc027bf9aa69391442889973e108f9d53f16dc727d.log
dataset/humaneval_transformation_new/HumanEval_5.py-6fa02f351cb7187e23a6f67b3b43dcb7320b36ad9cd66a15096947bb6b232ab9,10,2,1,7,2,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_5.py-6fa02f351cb7187e23a6f67b3b43dcb7320b36ad9cd66a15096947bb6b232ab9.log
dataset/humaneval_transformation_new/HumanEval_60.py-9c861a0925e7f14a1f4e746a71aa814f65ac35c82bee9851f72f37aef5b2f3b9,4,0,0,5,5,0,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_60.py-9c861a0925e7f14a1f4e746a71aa814f65ac35c82bee9851f72f37aef5b2f3b9.log
dataset/humaneval_transformation_new/HumanEval_61.py-2da9ec32d859975244c7226cff5edefc2b9c4a50811c05afd0ae250ce9a0e225,7,4,7,4,4,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_61.py-2da9ec32d859975244c7226cff5edefc2b9c4a50811c05afd0ae250ce9a0e225.log
dataset/humaneval_transformation_new/HumanEval_62.py-165d69301c64dd2c2b2d55ff1a3a7030ec0e09e9e3f237253304ed933f04a86f,3,0,0,6,5,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_62.py-165d69301c64dd2c2b2d55ff1a3a7030ec0e09e9e3f237253304ed933f04a86f.log
dataset/humaneval_transformation_new/HumanEval_63.py-d2d1449880c97c43ced317aa9a96c7b35f5c60ed0f99b5183287accab4054bdf,15,5,3,4,1,1,3,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_63.py-d2d1449880c97c43ced317aa9a96c7b35f5c60ed0f99b5183287accab4054bdf.log
dataset/humaneval_transformation_new/HumanEval_64.py-4fd32727ef54c2b4c82ca340d1c4b7ab7729f35580b6ff2d6e503f4222161894,7,2,1,7,4,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_64.py-4fd32727ef54c2b4c82ca340d1c4b7ab7729f35580b6ff2d6e503f4222161894.log
dataset/humaneval_transformation_new/HumanEval_65.py-982c00dc5416278221afa6f95bd3c1f1219d6c39a3880c620a8d91f2268eb613,5,2,1,5,2,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_65.py-982c00dc5416278221afa6f95bd3c1f1219d6c39a3880c620a8d91f2268eb613.log
dataset/humaneval_transformation_new/HumanEval_66.py-0563b8a702a958efc9c85f3f1cfa5dee1ca439ceed492cf3550bad11c7f17620,5,2,1,6,4,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_66.py-0563b8a702a958efc9c85f3f1cfa5dee1ca439ceed492cf3550bad11c7f17620.log
dataset/humaneval_transformation_new/HumanEval_67.py-51d3f77200c929f84ed6ad0acd1226e72a22f2e80fbd02de381ab26e851c5288,6,1,3,6,4,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_67.py-51d3f77200c929f84ed6ad0acd1226e72a22f2e80fbd02de381ab26e851c5288.log
dataset/humaneval_transformation_new/HumanEval_68.py-f526f083263d48ce4f6732072fe81650c48f2a4e26ef94ec66890a1a069e799a,6,3,0,12,5,0,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_68.py-f526f083263d48ce4f6732072fe81650c48f2a4e26ef94ec66890a1a069e799a.log
dataset/humaneval_transformation_new/HumanEval_69.py-6d849fc5ce6b3ff9d01974e6cea06396bdd7e8898c322f672131f7bc60162247,8,2,0,7,3,1,2,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_69.py-6d849fc5ce6b3ff9d01974e6cea06396bdd7e8898c322f672131f7bc60162247.log
dataset/humaneval_transformation_new/HumanEval_6.py-93bbdeec9b7616d85ba4c4ce55fbb1f56b68cba079caafe698b19484b1c5ede1,7,3,6,3,3,1,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_6.py-93bbdeec9b7616d85ba4c4ce55fbb1f56b68cba079caafe698b19484b1c5ede1.log
dataset/humaneval_transformation_new/HumanEval_70.py-3fa46ca55d5276bfe31935a2ee26892cfb59cab7e3933f8f2d3e4ed75dc2556c,4,0,0,8,6,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_70.py-3fa46ca55d5276bfe31935a2ee26892cfb59cab7e3933f8f2d3e4ed75dc2556c.log
dataset/humaneval_transformation_new/HumanEval_71.py-40f43fad616ac49f7bbc14fb2f7b44f09f6643f46693b43a272cc99b336224bf,4,1,0,4,6,1,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_71.py-40f43fad616ac49f7bbc14fb2f7b44f09f6643f46693b43a272cc99b336224bf.log
dataset/humaneval_transformation_new/HumanEval_72.py-6bf432d9eb9ec818d635753acdf08a5fd9025b51d6c54a85376511600604f4d5,5,3,1,3,5,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_72.py-6bf432d9eb9ec818d635753acdf08a5fd9025b51d6c54a85376511600604f4d5.log
dataset/humaneval_transformation_new/HumanEval_73.py-eea78aa271247e8d13750c7802ad107feafae442fece516de53d55ecb607f3b2,7,3,3,6,4,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_73.py-eea78aa271247e8d13750c7802ad107feafae442fece516de53d55ecb607f3b2.log
dataset/humaneval_transformation_new/HumanEval_74.py-621c646803a4515346dab1a18853602def111de0a89dbbfda9833c8e2679cd7f,7,2,1,5,4,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_74.py-621c646803a4515346dab1a18853602def111de0a89dbbfda9833c8e2679cd7f.log
dataset/humaneval_transformation_new/HumanEval_75.py-00141b03734ca3a9fe615a214645b5486fd3d0a055b7ca6478d1a08672dca78c,16,9,24,0,0,0,3,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_75.py-00141b03734ca3a9fe615a214645b5486fd3d0a055b7ca6478d1a08672dca78c.log
dataset/humaneval_transformation_new/HumanEval_76.py-c62abdf1b2c48d2b7de502d91c4b28a5af3a95bb73aa829cc95da0a196f38403,6,2,0,5,5,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_76.py-c62abdf1b2c48d2b7de502d91c4b28a5af3a95bb73aa829cc95da0a196f38403.log
dataset/humaneval_transformation_new/HumanEval_77.py-f2747a88e7952f06f29787915ccaa482ea3b3f8e3441c182e2de6ee3f1494c90,3,0,0,5,2,1,4,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_77.py-f2747a88e7952f06f29787915ccaa482ea3b3f8e3441c182e2de6ee3f1494c90.log
dataset/humaneval_transformation_new/HumanEval_78.py-a8d42ca0e33f4b6486e5439f983bfbc85072dbe60ac800a4a55f8510f24874eb,7,2,3,6,4,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_78.py-a8d42ca0e33f4b6486e5439f983bfbc85072dbe60ac800a4a55f8510f24874eb.log
dataset/humaneval_transformation_new/HumanEval_79.py-4cee6cb68fa977571447aaeaaae26da014f58aebff9febbbff3687b62d8ddf4d,3,0,0,4,2,1,3,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_79.py-4cee6cb68fa977571447aaeaaae26da014f58aebff9febbbff3687b62d8ddf4d.log
dataset/humaneval_transformation_new/HumanEval_7.py-8d834c7ef1562a556e0941c14635bd92d26a85c6c4b29bbb862ba461231cf7ac,3,1,0,6,6,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_7.py-8d834c7ef1562a556e0941c14635bd92d26a85c6c4b29bbb862ba461231cf7ac.log
dataset/humaneval_transformation_new/HumanEval_80.py-e856c6ff1ef637151837ef4712bbc37608ad794ea77ff63dcc8df4d1206b18e8,6,3,1,5,5,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_80.py-e856c6ff1ef637151837ef4712bbc37608ad794ea77ff63dcc8df4d1206b18e8.log
dataset/humaneval_transformation_new/HumanEval_81.py-f82a8440b10510c6e86009fb28822e7bf9d41a6a6d12945240747b8ecc7b53dc,16,12,1,5,1,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_81.py-f82a8440b10510c6e86009fb28822e7bf9d41a6a6d12945240747b8ecc7b53dc.log
dataset/humaneval_transformation_new/HumanEval_82.py-030a4048f9f252819ef4cab1e8448fef508b6d27f7b3a71f030ebb335ecc1bf6,16,4,4,4,1,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_82.py-030a4048f9f252819ef4cab1e8448fef508b6d27f7b3a71f030ebb335ecc1bf6.log
